em,2,0.000000,6,17;
torno,1,0.000000,6,17;
da,2,0.000000,8,17;
abertura,1,0.000000,12,17;
do,2,0.000000,4,17;
inquerito,2,0.000000,12,17;
e,2,0.000000,7,17;
da,2,0.000000,8,17;
censura,2,0.000000,9,17;
imposta,1,0.000000,12,17;
aos,1,0.000000,13,17;
sites,2,0.000000,12,17;
mostrou,1,0.000000,12,17;
que,2,0.000000,5,17;
a,2,0.000000,11,17;
sociedade,1,0.000000,12,17;
nao,2,0.000000,10,17;
aceita,1,0.000000,15,17;
o,2,0.000000,1,17;
inaceitavel,1,0.000000,13,17;
neste,1,0.000000,7,17;
momento,2,0.000000,10,17;
pelo,2,0.000000,3,17;
qual,1,0.000000,10,17;
o,2,0.000000,1,17;
brasil,2,0.000000,11,17;
esta,2,0.000000,7,17;
passando,1,0.000000,7,17;
eu,1,0.000000,8,17;
acho,1,0.000000,14,17;
importante,1,0.000000,13,17;
ter,2,0.000000,10,17;
uma,2,0.000000,5,17;
atitude,1,0.000000,15,17;
positiva,1,0.000000,11,17;
e,2,0.000000,7,17;
por,2,0.000000,6,17;
isso,1,0.000000,11,17;
nao,2,0.000000,10,17;
gostaria,1,0.000000,10,17;
atirar,1,0.000000,16,17;
pedras,1,0.000000,7,17;
bom,1,0.000000,11,17;
desse,1,0.000000,10,17;
episodio,2,0.000000,12,17;
o,2,0.000000,1,17;
que,2,0.000000,5,17;
se,2,0.000000,10,17;
e,2,0.000000,7,17;
a,2,0.000000,11,17;
existencia,1,0.000000,9,17;
uma,2,0.000000,5,17;
sociedade,2,0.000000,13,17;
mais,1,0.000000,11,17;
consciente,1,0.000000,11,17;
e,2,0.000000,7,17;
que,2,0.000000,5,17;
se,2,0.000000,10,17;
manifesta,1,0.000000,10,17;
livremente,1,0.000000,10,17;
nao,2,0.000000,10,17;
aceita,2,0.000000,16,17;
o,2,0.000000,1,17;
inaceitavel,2,0.000000,14,17;
e,2,0.000000,7,17;
obriga,1,0.000000,9,17;
as,2,0.000000,17,17;
instituicoes,1,0.000000,14,17;
a,2,0.000000,11,17;
se,2,0.000000,10,17;
e,2,0.000000,7,17;
se,2,0.000000,10,17;
tornarem,1,0.000000,7,17;
mais,2,0.000000,12,17;
o,2,0.000000,1,17;
momento,2,0.000000,10,17;
parece,1,0.000000,8,17;
muito,1,0.000000,11,17;
dificil,1,0.000000,7,17;
mas,2,0.000000,10,17;
ele,2,0.000000,11,17;
representa,1,0.000000,13,17;
o,2,0.000000,1,17;
nosso,1,0.000000,7,17;
amadurecimento,1,0.000000,10,17;
democratico,1,0.000000,9,17;
disse,2,0.000000,7,17;
o,2,0.000000,1,17;
ministro,2,0.000000,9,17;
o,2,0.000000,1,17;
ex,2,0.000000,7,17;
corregedor,1,0.000000,10,17;
geral,2,0.000000,9,17;
justica,1,0.000000,8,17;
e,2,0.000000,7,17;
ministro,2,0.000000,9,17;
aposentado,2,0.000000,11,17;
do,2,0.000000,4,17;
superior,1,0.000000,11,17;
tribunal,2,0.000000,7,17;
justica,2,0.000000,9,17;
stj,1,0.000000,12,17;
gilson,1,0.000000,9,17;
criticou,1,0.000000,11,17;
o,2,0.000000,1,17;
fato,2,0.000000,9,17;
o,2,0.000000,1,17;
presidente,2,0.000000,6,17;
do,2,0.000000,4,17;
stf,2,0.000000,12,17;
ter,2,0.000000,10,17;
determinado,1,0.000000,11,17;
a,2,0.000000,11,17;
abertura,2,0.000000,13,17;
um,2,0.000000,7,17;
inquerito,2,0.000000,12,17;
que,2,0.000000,5,17;
tem,2,0.000000,9,17;
direito,2,0.000000,8,17;
penal,2,0.000000,8,17;
na,2,0.000000,7,17;
avaliacao,2,0.000000,13,17;
tao,2,0.000000,11,17;
logo,1,0.000000,11,17;
instaurou,1,0.000000,15,17;
a,2,0.000000,11,17;
investigacao,2,0.000000,11,17;
e,2,0.000000,7,17;
o,2,0.000000,1,17;
relator,2,0.000000,12,17;
do,2,0.000000,4,17;
caso,2,0.000000,8,17;
toffoli,2,0.000000,10,17;
deveria,1,0.000000,5,17;
ter,2,0.000000,10,17;
encaminhado,1,0.000000,8,17;
o,2,0.000000,1,17;
inquerito,2,0.000000,12,17;
ao,2,0.000000,9,17;
ministerio,2,0.000000,11,17;
publico,2,0.000000,9,17;
ou,1,0.000000,7,17;
a,2,0.000000,11,17;
policia,1,0.000000,11,17;
para,2,0.000000,4,17;
ele,2,0.000000,11,17;
a,2,0.000000,11,17;
abertura,2,0.000000,13,17;
do,2,0.000000,4,17;
inquerito,2,0.000000,12,17;
foi,2,0.000000,9,17;
uma,2,0.000000,5,17;
o,2,0.000000,1,17;
ex,2,0.000000,7,17;
corregedor,2,0.000000,11,17;
disse,2,0.000000,7,17;
que,2,0.000000,5,17;
medidas,1,0.000000,9,17;
tomadas,1,0.000000,10,17;
pelo,2,0.000000,3,17;
ministro,2,0.000000,9,17;
alexandre,2,0.000000,12,17;
moraes,2,0.000000,12,17;
como,2,0.000000,10,17;
a,2,0.000000,11,17;
mandados,1,0.000000,12,17;
busca,2,0.000000,5,17;
e,2,0.000000,7,17;
apreensao,1,0.000000,12,17;
na,2,0.000000,7,17;
casa,1,0.000000,9,17;
suspeitos,1,0.000000,11,17;
distribuir,1,0.000000,7,17;
informacoes,1,0.000000,13,17;
falsas,1,0.000000,10,17;
e,2,0.000000,7,17;
ofensas,2,0.000000,8,17;
contra,2,0.000000,9,17;
magistrados,1,0.000000,11,17;
do,2,0.000000,4,17;
supremo,2,0.000000,11,17;
